region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
TRT000045,land,#905bc8,6233,DST000008,35,70,153,158,97,116,97,114,1206,70,1324,158,1268,116,1268,114
TRT000046,land,#d8d5c2,4484,DST000008,43,0,154,69,94,25,96,24,1214,0,1325,69,1265,25,1267,24
TRT000047,land,#b1e678,3578,DST000008,90,5,154,111,133,62,134,62,1261,5,1325,111,1304,62,1305,62
TRT000048,land,#13279f,5837,DST000010,3,104,82,189,41,145,42,150,1167,573,1246,658,1205,614,1206,619
TRT000049,land,#ded8c8,5795,DST000010,81,98,182,179,124,143,121,144,1245,567,1346,648,1288,612,1285,613
TRT000050,land,#ed9679,5719,DST000010,57,1,144,116,95,70,95,71,1221,470,1308,585,1259,539,1259,540
TRT000051,land,#da726a,6061,DST000010,74,0,210,80,147,30,142,28,1238,469,1374,549,1311,499,1306,497
TRT000052,land,#8a96f4,7536,DST000010,139,39,238,172,191,99,190,102,1303,508,1402,641,1355,568,1354,571
TRT000053,land,#887fe5,6759,DST000010,0,0,73,108,33,52,30,62,1164,469,1237,577,1197,521,1194,531
TRT000054,land,#f26881,6591,DST000013,66,0,153,100,110,42,108,41,1389,0,1476,100,1433,42,1431,41
TRT000055,land,#976674,6024,DST000013,2,0,70,106,33,46,31,45,1325,0,1393,106,1356,46,1354,45
TRT000056,land,#1aa3b5,7982,DST000013,0,68,140,147,74,115,73,114,1323,68,1463,147,1397,115,1396,114
TRT000057,land,#93dd1c,5068,DST000011,0,0,77,96,34,54,33,57,1291,141,1368,237,1325,195,1324,198
TRT000058,land,#5aa27b,4968,DST000011,42,1,135,89,89,36,88,34,1333,142,1426,230,1380,177,1379,175
TRT000059,land,#e8ef01,7252,DST000011,67,84,162,191,111,139,108,136,1358,225,1453,332,1402,280,1399,277
TRT000060,land,#e09847,5867,DST000011,103,7,186,117,148,59,148,61,1394,148,1477,258,1439,200,1439,202
TRT000061,land,#bdf1b7,4719,DST000011,0,88,81,177,42,125,40,129,1291,229,1372,318,1333,266,1331,270
TRT000062,land,#17826a,7204,DST000012,0,59,115,165,50,111,55,111,1352,367,1467,473,1402,419,1407,419
TRT000063,land,#d19de6,6140,DST000012,128,68,247,167,190,115,189,115,1480,376,1599,475,1542,423,1541,423
TRT000064,land,#083bdc,5467,DST000012,105,26,209,128,147,75,156,73,1457,334,1561,436,1499,383,1508,381
TRT000065,land,#1c725e,6383,DST000012,20,0,130,89,76,43,80,42,1372,308,1482,397,1428,351,1432,350
TRT000066,land,#07bae5,7461,DST000012,4,122,145,218,75,169,77,170,1356,430,1497,526,1427,477,1429,478
TRT000067,land,#a334d9,4841,DST000015,81,61,154,156,124,105,127,108,1526,234,1599,329,1569,278,1572,281
TRT000068,land,#79b064,6535,DST000015,37,0,154,74,105,32,107,32,1482,173,1599,247,1550,205,1552,205
TRT000069,land,#1f6d13,7656,DST000015,0,1,91,150,43,85,45,81,1445,174,1536,323,1488,258,1490,254
TRT000070,land,#cbd52f,6587,DST000015,23,118,154,217,101,164,97,162,1468,291,1599,390,1546,337,1542,335
TRT000071,land,#e8c303,6004,DST000017,0,0,91,73,47,34,48,33,1002,0,1093,73,1049,34,1050,33
TRT000072,land,#118626,5745,DST000017,80,71,169,159,122,112,122,112,1082,71,1171,159,1124,112,1124,112
TRT000073,land,#9acb54,5514,DST000017,8,66,91,153,51,105,52,105,1010,66,1093,153,1053,105,1054,105
TRT000074,land,#928281,5958,DST000017,89,0,169,82,130,38,132,38,1091,0,1171,82,1132,38,1134,38
TRT000075,land,#fc6906,6180,DST000016,85,103,171,198,120,146,118,140,1447,673,1533,768,1482,716,1480,710
TRT000076,land,#865f77,5229,DST000016,78,20,171,102,118,68,119,65,1440,590,1533,672,1480,638,1481,635
TRT000077,land,#92c719,5590,DST000016,145,59,237,156,191,105,191,105,1507,629,1599,726,1553,675,1553,675
TRT000078,land,#a9da0e,5527,DST000016,6,97,84,190,52,137,52,140,1368,667,1446,760,1414,707,1414,710
TRT000079,land,#b45e0d,6582,DST000016,0,0,88,100,45,54,45,55,1362,570,1450,670,1407,624,1407,625
TRT000080,land,#1d423e,6090,DST000018,81,1,173,96,126,50,128,50,1029,137,1121,232,1074,186,1076,186
TRT000081,land,#4272e9,7370,DST000018,11,95,113,191,63,142,66,141,959,231,1061,327,1011,278,1014,277
TRT000082,land,#a0b3a0,7148,DST000018,0,0,94,109,50,59,52,58,948,136,1042,245,998,195,1000,194
TRT000083,land,#e4db2b,6019,DST000018,100,80,185,174,143,128,146,126,1048,216,1133,310,1091,264,1094,262
TRT000084,land,#47de7b,5826,DST000014,84,0,173,98,130,50,132,50,939,676,1028,774,985,726,987,726
TRT000085,land,#479862,6779,DST000014,0,28,118,131,66,81,71,81,855,704,973,807,921,757,926,757
TRT000086,land,#38bece,5949,DST000014,98,90,194,180,148,134,153,139,953,766,1049,856,1003,810,1008,815
TRT000087,land,#12cc4e,4410,DST000014,126,160,221,223,171,198,174,201,981,836,1076,899,1026,874,1029,877
TRT000088,land,#347c0f,6956,DST000014,16,130,132,223,81,187,84,184,871,806,987,899,936,863,939,860
TRT000089,land,#4aeae8,5196,DST000014,1,82,80,214,32,139,30,139,856,758,935,890,887,815,885,815
TRT000090,land,#a2a766,5411,DST000022,115,68,205,148,161,109,157,107,1509,494,1599,574,1555,535,1551,533
TRT000091,land,#4c9101,4980,DST000022,112,0,205,86,170,45,171,44,1506,426,1599,512,1564,471,1565,470
TRT000092,land,#8eddf8,5352,DST000022,44,47,128,158,94,97,90,98,1438,473,1522,584,1488,523,1484,524
TRT000093,land,#dfd373,5270,DST000022,0,83,103,181,48,131,48,134,1394,509,1497,607,1442,557,1442,560
TRT000094,land,#a563d9,6740,DST000022,97,135,205,229,161,176,163,176,1491,561,1599,655,1555,602,1557,602
TRT000095,land,#1f7013,7339,DST000020,0,15,109,112,60,66,61,66,1004,657,1113,754,1064,708,1065,708
TRT000096,land,#a91ce8,6723,DST000020,102,88,202,187,147,127,146,129,1106,730,1206,829,1151,769,1150,771
TRT000097,land,#08cbca,6846,DST000020,98,0,193,92,147,48,150,48,1102,642,1197,734,1151,690,1154,690
TRT000098,land,#daab51,5607,DST000020,21,103,113,189,70,142,70,145,1025,745,1117,831,1074,784,1074,787
TRT000099,land,#937af1,4895,DST000020,45,169,141,257,90,209,90,212,1049,811,1145,899,1094,851,1094,854
TRT000100,land,#fe5a4e,7541,DST000021,91,73,197,182,136,120,138,116,1281,710,1387,819,1326,757,1328,753
TRT000101,land,#7cc8f3,6497,DST000021,0,5,106,81,57,44,62,43,1190,642,1296,718,1247,681,1252,680
TRT000102,land,#f134b7,5978,DST000021,5,70,98,162,56,110,56,110,1195,707,1288,799,1246,747,1246,747
TRT000103,land,#b228ac,5657,DST000021,104,0,196,87,145,42,148,38,1294,637,1386,724,1335,679,1338,675
TRT000104,land,#a7bb7a,6345,DST000023,37,127,154,219,100,179,98,177,637,312,754,404,700,364,698,362
TRT000105,land,#01059b,6848,DST000023,117,93,201,215,164,145,165,148,717,278,801,400,764,330,765,333
TRT000106,land,#d50ba3,6970,DST000023,43,4,146,126,94,74,100,76,643,189,746,311,694,259,700,261
TRT000107,land,#88bf60,5820,DST000023,87,0,191,99,149,47,148,44,687,185,791,284,749,232,748,229
TRT000108,land,#5c4a92,6194,DST000023,0,71,92,200,42,135,42,131,600,256,692,385,642,320,642,316
TRT000109,land,#05f860,5280,DST000025,0,99,88,173,41,137,41,140,1458,99,1546,173,1499,137,1499,140
TRT000110,land,#1178ae,6313,DST000025,66,76,141,172,109,123,108,120,1524,76,1599,172,1567,123,1566,120
TRT000111,land,#037b7d,5834,DST000025,6,0,83,98,41,54,40,57,1464,0,1541,98,1499,54,1498,57
TRT000112,land,#a79747,5623,DST000025,54,0,141,77,104,35,102,33,1512,0,1599,77,1562,35,1560,33
TRT000113,land,#588e3b,8962,DST000019,36,95,150,211,98,155,99,152,782,631,896,747,844,691,845,688
TRT000114,land,#6eac3d,6066,DST000019,83,1,171,103,123,47,123,46,829,537,917,639,869,583,869,582
TRT000115,land,#a204c9,5975,DST000019,135,0,228,107,182,59,180,64,881,536,974,643,928,595,926,600
TRT000116,land,#def2d6,5839,DST000019,139,92,236,184,183,133,188,135,885,628,982,720,929,669,934,671
TRT000117,land,#44732a,3852,DST000019,12,3,102,63,58,28,60,25,758,539,848,599,804,564,806,561
TRT000118,land,#db851d,5721,DST000019,0,42,97,146,46,88,43,83,746,578,843,682,792,624,789,619
TRT000119,land,#a05851,5964,DST000024,32,0,127,94,85,46,80,47,577,386,672,480,630,432,625,433
TRT000120,land,#5d7f32,5793,DST000024,0,69,87,174,47,118,47,120,545,455,632,560,592,504,592,506
TRT000121,land,#169ec1,5404,DST000024,88,74,178,169,127,119,127,120,633,460,723,555,672,505,672,506
TRT000122,land,#17f8ed,5733,DST000024,35,139,144,215,91,184,89,185,580,525,689,601,636,570,634,571
TRT000123,land,#0b560b,7249,DST000024,136,99,226,208,185,158,185,160,681,485,771,594,730,544,730,546
TRT000124,land,#75c033,7044,DST000024,120,4,220,105,167,57,162,55,665,390,765,491,712,443,707,441
TRT000125,land,#04b72d,7173,DST000026,0,0,128,112,67,61,65,65,1471,693,1599,805,1538,754,1536,758
TRT000126,land,#f9420b,6136,DST000026,2,98,85,206,41,153,46,156,1473,791,1556,899,1512,846,1517,849
TRT000127,land,#954949,4147,DST000026,62,38,128,141,104,102,107,103,1533,731,1599,834,1575,795,1578,796
TRT000128,land,#1e7b3a,3700,DST000026,59,141,128,206,100,176,103,179,1530,834,1599,899,1571,869,1574,872
TRT000129,land,#220d84,6331,DST000028,0,0,70,124,37,61,38,59,471,128,541,252,508,189,509,187
TRT000130,land,#086d57,7344,DST000028,19,98,149,187,87,139,86,139,490,226,620,315,558,267,557,267
TRT000131,land,#f83528,5316,DST000028,66,5,137,102,97,56,98,61,537,133,608,230,568,184,569,189
TRT000132,land,#425bf1,5144,DST000028,119,53,217,155,162,95,164,92,590,181,688,283,633,223,635,220
TRT000133,land,#998feb,4189,DST000028,108,6,213,62,160,33,157,30,579,134,684,190,631,161,628,158
TRT000134,land,#0aeddf,5106,DST000031,44,90,179,157,104,134,101,134,1358,832,1493,899,1418,876,1415,876
TRT000135,land,#893280,4661,DST000031,88,36,177,153,138,89,137,86,1402,778,1491,895,1452,831,1451,828
TRT000136,land,#7d1fb9,6806,DST000031,0,33,88,157,39,98,40,91,1314,775,1402,899,1353,840,1354,833
TRT000137,land,#ab0100,5057,DST000031,42,0,158,80,95,37,99,34,1356,742,1472,822,1409,779,1413,776
TRT000138,land,#ca1b65,5534,DST000027,51,68,145,157,101,110,96,109,598,663,692,752,648,705,643,704
TRT000139,land,#bfa915,7018,DST000027,47,131,178,225,110,175,112,174,594,726,725,820,657,770,659,769
TRT000140,land,#73de91,7532,DST000027,144,62,250,173,193,116,193,114,691,657,797,768,740,711,740,709
TRT000141,land,#6330cd,6722,DST000027,125,0,222,89,167,40,166,40,672,595,769,684,714,635,713,635
TRT000142,land,#faea49,5217,DST000027,33,3,125,74,84,38,84,36,580,598,672,669,631,633,631,631
TRT000143,land,#86e02a,4439,DST000027,0,44,73,161,40,98,38,95,547,639,620,756,587,693,585,690
TRT000144,land,#1c8298,7467,DST000030,126,31,226,137,182,95,183,93,1220,793,1320,899,1276,857,1277,855
TRT000145,land,#efbb76,7699,DST000030,63,0,169,137,117,60,115,65,1157,762,1263,899,1211,822,1209,827
TRT000146,land,#c3583c,5121,DST000030,0,58,119,137,61,110,57,110,1094,820,1213,899,1155,872,1151,872
TRT000147,land,#964b45,6214,DST000029,121,0,199,143,162,79,161,81,607,0,685,143,648,79,647,81
TRT000148,land,#6ff3c9,6120,DST000029,55,0,196,69,117,26,112,27,541,0,682,69,603,26,598,27
TRT000149,land,#1d742f,6485,DST000029,0,0,79,132,36,54,33,60,486,0,565,132,522,54,519,60
TRT000150,land,#d713c4,5436,DST000029,28,61,139,135,88,104,90,103,514,61,625,135,574,104,576,103
TRT000151,land,#08aebe,7031,DST000032,91,7,200,107,146,56,143,51,380,170,489,270,435,219,432,214
TRT000152,land,#c77809,6458,DST000032,68,95,200,203,132,145,134,142,357,258,489,366,421,308,423,305
TRT000153,land,#237999,6040,DST000032,0,0,97,74,47,37,45,33,289,163,386,237,336,200,334,196
TRT000154,land,#47b81b,5874,DST000032,0,67,69,179,34,120,33,112,289,230,358,342,323,283,322,275
TRT000155,land,#99f22c,4894,DST000032,57,54,133,174,90,106,91,106,346,217,422,337,379,269,380,269
TRT000156,land,#a0293f,6745,DST000033,0,82,83,210,40,155,40,155,369,771,452,899,409,844,409,844
TRT000157,land,#a918d6,5939,DST000033,67,85,178,166,122,120,126,123,436,774,547,855,491,809,495,812
TRT000158,land,#6f4bb9,4342,DST000033,49,141,138,210,97,183,96,185,418,830,507,899,466,872,465,874
TRT000159,land,#5fdd2e,7583,DST000033,54,0,180,93,119,47,119,48,423,689,549,782,488,736,488,737
TRT000160,land,#a0029b,5466,DST000033,194,103,268,210,235,157,236,158,563,792,637,899,604,846,605,847
TRT000161,land,#b05110,5049,DST000033,136,126,222,210,176,177,178,179,505,815,591,899,545,866,547,868
TRT000162,land,#8e0c5b,6322,DST000033,149,8,244,131,192,77,195,79,518,697,613,820,561,766,564,768
TRT000163,land,#58fe30,6041,DST000036,60,10,166,104,120,66,124,65,691,735,797,829,751,791,755,790
TRT000164,land,#a6f9d6,7835,DST000036,0,69,89,174,45,129,46,128,631,794,720,899,676,854,677,853
TRT000165,land,#9feb59,5734,DST000036,83,101,170,174,127,139,129,140,714,826,801,899,758,864,760,865
TRT000166,land,#136784,5987,DST000036,164,88,242,174,203,133,204,133,795,813,873,899,834,858,835,858
TRT000167,land,#2c3dbf,5684,DST000036,143,0,228,93,187,48,190,48,774,725,859,818,818,773,821,773
TRT000168,land,#4e7930,7501,DST000034,40,0,157,110,103,52,100,54,437,274,554,384,500,326,497,328
TRT000169,land,#f945ad,6872,DST000034,132,26,231,140,182,84,182,85,529,300,628,414,579,358,579,359
TRT000170,land,#235dee,6424,DST000034,97,98,202,212,146,149,143,149,494,372,599,486,543,423,540,423
TRT000171,land,#5241d9,6113,DST000034,0,54,102,146,47,106,46,112,397,328,499,420,444,380,443,386
TRT000172,land,#a7a878,4027,DST000034,64,126,144,212,98,177,94,180,461,400,541,486,495,451,491,454
TRT000173,land,#fd6151,2828,DST000034,14,140,68,198,39,170,36,174,411,414,465,472,436,444,433,448
TRT000174,land,#321b25,7257,DST000037,140,84,226,216,188,144,186,147,325,391,411,523,373,451,371,454
TRT000175,land,#3af28c,4974,DST000037,69,72,151,160,108,120,105,120,254,379,336,467,293,427,290,427
TRT000176,land,#c5aa65,7064,DST000037,100,0,215,109,151,60,149,60,285,307,400,416,336,367,334,367
TRT000177,land,#7d69b9,5720,DST000037,0,5,104,103,62,62,59,64,185,312,289,410,247,369,244,371
TRT000178,land,#fd1a49,5724,DST000037,58,150,179,234,125,189,119,188,243,457,364,541,310,496,304,495
TRT000179,land,#462309,5216,DST000037,0,83,78,187,40,135,38,134,185,390,263,494,225,442,223,441
TRT000180,land,#88fe78,6119,DST000038,101,84,183,181,142,136,142,132,237,84,319,181,278,136,278,132
TRT000181,land,#0931e1,4632,DST000038,80,0,185,57,138,23,135,21,216,0,321,57,274,23,271,21
TRT000182,land,#207770,6318,DST000038,15,88,102,175,59,130,60,133,151,88,238,175,195,130,196,133
TRT000183,land,#ecec82,6942,DST000038,0,0,86,97,44,45,42,49,136,0,222,97,180,45,178,49
TRT000184,land,#9e843b,5265,DST000038,79,32,183,108,126,72,124,68,215,32,319,108,262,72,260,68
TRT000185,land,#9fe6d9,5314,DST000035,101,1,207,88,144,38,141,38,448,473,554,560,491,510,488,510
TRT000186,land,#f51cf3,4730,DST000035,0,46,80,148,33,95,32,93,347,518,427,620,380,567,379,565
TRT000187,land,#181726,6568,DST000035,120,31,238,135,182,88,179,88,467,503,585,607,529,560,526,560
TRT000188,land,#151260,6758,DST000035,39,88,150,191,93,136,92,137,386,560,497,663,440,608,439,609
TRT000189,land,#2654f6,5938,DST000035,152,103,252,216,205,153,204,153,499,575,599,688,552,625,551,625
TRT000190,land,#dd80f7,5563,DST000035,84,136,196,228,141,189,141,191,431,608,543,700,488,661,488,663
TRT000191,land,#44c7d5,5437,DST000035,25,0,116,92,76,44,75,46,372,472,463,564,423,516,422,518
TRT000192,land,#2d2809,5159,DST000040,147,69,233,177,187,118,185,119,263,546,349,654,303,595,301,596
TRT000193,land,#de64fb,6649,DST000040,25,130,153,228,86,182,85,182,141,607,269,705,202,659,201,659
TRT000194,land,#6e06ae,8738,DST000040,0,0,119,133,67,73,70,71,116,477,235,610,183,550,186,548
TRT000195,land,#32233e,5540,DST000040,108,8,230,99,157,60,164,61,224,485,346,576,273,537,280,538
TRT000196,land,#942ec3,5743,DST000040,48,82,163,187,116,133,114,133,164,559,279,664,232,610,230,610
TRT000197,land,#ed6717,4794,DST000039,65,173,171,273,119,215,120,219,297,759,403,859,351,801,352,805
TRT000198,land,#989365,8587,DST000039,0,62,122,191,62,125,66,125,232,648,354,777,294,711,298,711
TRT000199,land,#c1f965,5718,DST000039,93,116,199,210,147,164,148,166,325,702,431,796,379,750,380,752
TRT000200,land,#e436b0,7164,DST000039,56,0,177,116,118,59,121,58,288,586,409,702,350,645,353,644
TRT000201,land,#f28341,5543,DST000039,128,60,234,160,184,111,186,112,360,646,466,746,416,697,418,698
TRT000202,land,#fe9f5f,7561,DST000043,0,0,114,82,50,36,53,35,0,201,114,283,50,237,53,236
TRT000203,land,#90c68d,6743,DST000043,0,68,74,199,28,128,30,121,0,269,74,400,28,329,30,322
TRT000204,land,#00c44b,5464,DST000043,31,123,161,193,94,161,90,161,31,324,161,394,94,362,90,362
TRT000205,land,#de30db,5005,DST000043,64,39,152,148,105,97,109,99,64,240,152,349,105,298,109,300
TRT000206,land,#5a2737,4979,DST000042,18,81,104,163,64,116,61,120,118,244,204,326,164,279,161,283
TRT000207,land,#321489,7186,DST000042,0,0,101,88,56,45,58,49,100,163,201,251,156,208,158,212
TRT000208,land,#4e295d,4641,DST000042,44,134,142,217,90,176,90,176,144,297,242,380,190,339,190,339
TRT000209,land,#85ed2b,6322,DST000042,104,80,188,174,148,122,147,122,204,243,288,337,248,285,247,285
TRT000210,land,#a28167,6396,DST000042,98,1,188,86,143,47,143,46,198,164,288,249,243,210,243,209
TRT000211,land,#9002f2,4157,DST000041,122,40,185,159,160,96,161,93,439,40,502,159,477,96,478,93
TRT000212,land,#944f3d,6315,DST000041,72,75,171,183,119,129,117,120,389,75,488,183,436,129,434,120
TRT000213,land,#aca088,7897,DST000041,0,0,87,116,38,55,37,58,317,0,404,116,355,55,354,58
TRT000214,land,#04b414,6357,DST000041,63,0,173,75,119,32,119,30,380,0,490,75,436,32,436,30
TRT000215,land,#f7e03b,5937,DST000041,0,99,109,178,50,140,61,148,317,99,426,178,367,140,378,148
TRT000216,land,#ec243b,6299,DST000044,0,116,87,200,40,156,38,160,0,488,87,572,40,528,38,532
TRT000217,land,#1b7460,6126,DST000044,77,10,167,113,110,68,117,73,77,382,167,485,110,440,117,445
TRT000218,land,#0fccaf,7243,DST000044,74,107,194,202,122,147,120,147,74,479,194,574,122,519,120,519
TRT000219,land,#1664b1,5770,DST000044,108,0,207,117,164,54,160,45,108,372,207,489,164,426,160,417
TRT000220,land,#14646f,7274,DST000044,0,16,78,116,39,69,37,72,0,388,78,488,39,441,37,444
TRT000221,land,#16adeb,5919,DST000047,71,0,144,83,107,42,107,40,71,0,144,83,107,42,107,40
TRT000222,land,#191c24,5300,DST000047,0,0,74,73,36,36,36,37,0,0,74,73,36,36,36,37
TRT000223,land,#55a954,5345,DST000047,0,73,79,155,36,108,35,109,0,73,79,155,36,108,35,109
TRT000224,land,#b1a3d1,6488,DST000047,72,82,151,189,115,128,114,125,72,82,151,189,115,128,114,125
TRT000225,land,#928691,5755,DST000047,0,135,112,202,52,174,53,174,0,135,112,202,52,174,53,174
TRT000226,land,#6f0ced,5666,DST000048,78,69,149,152,115,110,118,106,78,816,149,899,115,857,118,853
TRT000227,land,#77ae8a,4424,DST000048,80,3,146,69,113,36,117,32,80,750,146,816,113,783,117,779
TRT000228,land,#e83388,6342,DST000048,0,75,87,152,41,114,44,114,0,822,87,899,41,861,44,861
TRT000229,land,#35680b,6057,DST000048,0,0,81,76,39,38,43,36,0,747,81,823,39,785,43,783
TRT000230,land,#ceebe9,5196,DST000046,0,71,88,154,37,110,40,112,147,774,235,857,184,813,187,815
TRT000231,land,#07908a,8631,DST000046,105,96,221,196,163,157,160,156,252,799,368,899,310,860,307,859
TRT000232,land,#2f6581,6258,DST000046,67,23,169,141,112,85,110,82,214,726,316,844,259,788,257,785
TRT000233,land,#6eec08,5894,DST000046,3,129,109,196,58,168,54,170,150,832,256,899,205,871,201,873
TRT000234,land,#0958f8,5589,DST000046,0,0,101,77,50,41,46,41,147,703,248,780,197,744,193,744
TRT000235,land,#341b92,7830,DST000045,88,73,188,182,134,132,133,131,88,640,188,749,134,699,133,698
TRT000236,land,#2de1a6,6214,DST000045,0,101,97,182,48,146,47,144,0,668,97,749,48,713,47,711
TRT000237,land,#ab7b70,4116,DST000045,0,55,77,126,32,86,28,84,0,622,77,693,32,653,28,651
TRT000238,land,#49332d,6236,DST000045,57,2,151,104,100,53,95,51,57,569,151,671,100,620,95,618
TRT000239,land,#ce0dba,3670,DST000045,0,0,76,54,33,26,29,25,0,567,76,621,33,593,29,592
