region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
TRT000018-TEMP000002,land,#43e086,1035,TRT000018,12,49,45,93,29,69,28,73,2190,83,2223,127,2207,103,2206,107
TRT000018-TEMP000003,land,#12e6bf,982,TRT000018,68,32,104,68,86,53,87,52,2246,66,2282,102,2264,87,2265,86
TRT000018-TEMP000004,land,#e006e9,1054,TRT000018,67,68,107,106,88,85,88,84,2245,102,2285,140,2266,119,2266,118
TRT000018-TEMP000005,land,#a8918a,928,TRT000018,17,83,66,112,38,99,39,100,2195,117,2244,146,2216,133,2217,134
TRT000018-TEMP000006,land,#6fc75b,1033,TRT000018,43,60,76,104,60,78,60,78,2221,94,2254,138,2238,112,2238,112
TRT000018-TEMP000007,land,#de7f02,1574,TRT000018,0,0,44,52,19,27,20,28,2178,34,2222,86,2197,61,2198,62
TRT000019-TEMP000001,land,#aef415,972,TRT000019,13,38,63,70,37,55,37,55,2426,38,2476,70,2450,55,2450,55
TRT000019-TEMP000002,land,#784a06,1162,TRT000019,0,0,40,41,19,15,20,15,2413,0,2453,41,2432,15,2433,15
TRT000019-TEMP000003,land,#f46b99,947,TRT000019,39,0,82,26,58,12,59,12,2452,0,2495,26,2471,12,2472,12
TRT000022-TEMP000001,land,#8c3b72,236,TRT000022,0,0,46,16,22,9,22,9,4537,3,4583,19,4559,12,4559,12
TRT000020-TEMP000001,ocean,#272ea7,8805,TRT000020,179,0,299,90,232,38,254,31,3350,0,3470,90,3403,38,3425,31
TRT000020-TEMP000002,ocean,#113582,12945,TRT000020,0,0,180,88,94,36,105,37,3171,0,3351,88,3265,36,3276,37
TRT000020-TEMP000003,ocean,#033cac,5498,TRT000020,211,51,342,143,289,96,286,94,3382,51,3513,143,3460,96,3457,94
TRT000020-TEMP000004,ocean,#0a029a,4955,TRT000020,292,0,358,99,328,41,334,44,3463,0,3529,99,3499,41,3505,44
TRT000020-TEMP000005,ocean,#191c73,2477,TRT000020,167,128,277,174,224,149,220,136,3338,128,3448,174,3395,149,3391,136
TRT000023-TEMP000001,land,#c79d7a,4201,TRT000023,0,0,159,53,69,23,69,23,848,6,1007,59,917,29,917,29
TRT000021-TEMP000001,ocean,#07456c,10118,TRT000021,255,0,403,104,322,39,314,40,3775,0,3923,104,3842,39,3834,40
TRT000021-TEMP000002,ocean,#2739a3,7650,TRT000021,158,0,265,102,215,54,209,57,3678,0,3785,102,3735,54,3729,57
TRT000021-TEMP000003,ocean,#2c0981,4399,TRT000021,58,41,159,112,108,78,103,74,3578,41,3679,112,3628,78,3623,74
TRT000021-TEMP000004,ocean,#063f67,6755,TRT000021,0,0,71,126,35,61,34,60,3520,0,3591,126,3555,61,3554,60
TRT000021-TEMP000005,ocean,#2d1e96,3630,TRT000021,49,0,175,44,104,17,108,16,3569,0,3695,44,3624,17,3628,16
TRT000021-TEMP000006,ocean,#1a2fa5,10824,TRT000021,404,0,658,135,499,34,496,33,3924,0,4178,135,4019,34,4016,33
TRT000024-TEMP000001,ocean,#2f0c82,57,TRT000024,0,0,22,7,10,3,10,3,4568,6,4590,13,4578,9,4578,9
TRT000025-TEMP000001,ocean,#04487e,7047,TRT000025,0,0,284,56,158,13,186,17,4569,0,4853,56,4727,13,4755,17
TRT000025-TEMP000002,ocean,#2c1181,8952,TRT000025,275,0,449,65,360,27,379,26,4844,0,5018,65,4929,27,4948,26
TRT000025-TEMP000003,ocean,#310c7a,4280,TRT000025,446,0,570,43,514,18,515,18,5015,0,5139,43,5083,18,5084,18
TRT000025-TEMP000004,ocean,#202376,5824,TRT000025,568,0,676,64,625,28,623,27,5137,0,5245,64,5194,28,5192,27
TRT000027-TEMP000001,land,#8349fb,1308,TRT000027,0,0,83,35,34,14,34,14,1317,12,1400,47,1351,26,1351,26
TRT000028-TEMP000001,ocean,#35438a,225,TRT000028,0,0,54,16,30,10,30,10,4486,11,4540,27,4516,21,4516,21
TRT000026-TEMP000001,ocean,#0820ab,6844,TRT000026,0,0,106,87,57,34,57,34,5239,0,5345,87,5296,34,5296,34
TRT000026-TEMP000002,ocean,#0112a5,7958,TRT000026,101,0,200,87,152,42,153,41,5340,0,5439,87,5391,42,5392,41
TRT000026-TEMP000003,ocean,#2e0076,7956,TRT000026,200,0,296,96,247,42,247,43,5439,0,5535,96,5486,42,5486,43
TRT000026-TEMP000004,ocean,#1a169b,7949,TRT000026,295,0,392,92,345,41,344,40,5534,0,5631,92,5584,41,5583,40
TRT000029-TEMP000001,ocean,#344a64,247,TRT000029,0,0,44,11,22,5,22,5,5018,16,5062,27,5040,21,5040,21
TRT000030-TEMP000001,land,#76dd86,1606,TRT000030,0,0,98,41,57,20,57,20,1208,15,1306,56,1265,35,1265,35
TRT000032-TEMP000001,ocean,#010a82,193,TRT000032,0,0,35,13,18,5,18,5,1143,19,1178,32,1161,24,1161,24
TRT000031-TEMP000001,land,#e93bb4,5034,TRT000031,234,28,339,106,284,68,283,68,1640,45,1745,123,1690,85,1689,85
TRT000031-TEMP000002,land,#a48624,6724,TRT000031,228,93,376,187,306,140,301,137,1634,110,1782,204,1712,157,1707,154
TRT000031-TEMP000003,land,#3d4dc1,4343,TRT000031,330,76,440,172,377,119,374,120,1736,93,1846,189,1783,136,1780,137
TRT000031-TEMP000004,land,#88b101,4541,TRT000031,134,10,245,77,190,42,194,42,1540,27,1651,94,1596,59,1600,59
TRT000031-TEMP000005,land,#7228d9,6709,TRT000031,0,0,143,65,76,31,78,32,1406,17,1549,82,1482,48,1484,49
TRT000033-TEMP000001,land,#5c35c5,551,TRT000033,0,0,71,14,34,7,34,7,1550,19,1621,33,1584,26,1584,26
TRT000034-TEMP000001,land,#d68de4,1517,TRT000034,0,0,88,46,45,24,45,24,3621,22,3709,68,3666,46,3666,46
TRT000035-TEMP000001,land,#b3713b,5762,TRT000035,149,0,278,73,200,42,194,42,1100,24,1229,97,1151,66,1145,66
TRT000035-TEMP000002,land,#52a7f6,5146,TRT000035,28,6,148,77,106,44,104,42,979,30,1099,101,1057,68,1055,66
TRT000035-TEMP000003,land,#b916f2,2522,TRT000035,0,1,79,44,45,23,43,27,951,25,1030,68,996,47,994,51
TRT000036-TEMP000001,land,#912156,173,TRT000036,0,0,49,17,20,9,20,9,1550,27,1599,44,1570,36,1570,36
TRT000037-TEMP000001,land,#8cef2e,61,TRT000037,0,0,37,8,18,4,18,4,2387,26,2424,34,2405,30,2405,30
TRT000038-TEMP000001,land,#b88806,93,TRT000038,0,0,34,18,16,9,16,9,2430,25,2464,43,2446,34,2446,34
TRT000039-TEMP000001,land,#4994ed,195,TRT000039,0,0,35,10,15,5,15,5,0,52,35,62,15,57,15,57
TRT000040-TEMP000001,ocean,#20118b,58,TRT000040,0,0,18,15,9,8,9,8,4104,50,4122,65,4113,58,4113,58
TRT000041-TEMP000001,land,#962f9a,76,TRT000041,0,0,17,10,10,6,10,6,5614,54,5631,64,5624,60,5624,60
TRT000042-TEMP000001,land,#287c62,107,TRT000042,0,0,40,12,21,7,21,7,2377,59,2417,71,2398,66,2398,66
TRT000043-TEMP000001,land,#cd9c77,1149,TRT000043,70,1,119,37,95,21,103,19,3154,62,3203,98,3179,82,3187,80
TRT000043-TEMP000002,land,#d63886,1199,TRT000043,0,14,73,47,35,30,41,29,3084,75,3157,108,3119,91,3125,90
TRT000043-TEMP000003,land,#247be1,755,TRT000043,113,1,143,38,127,19,127,23,3197,62,3227,99,3211,80,3211,84
TRT000043-TEMP000004,land,#8a4f5a,467,TRT000043,137,0,176,18,158,9,157,9,3221,61,3260,79,3242,70,3241,70
TRT000044-TEMP000001,land,#b8be9e,300,TRT000044,0,0,42,24,19,11,19,11,3256,63,3298,87,3275,74,3275,74
TRT000045-TEMP000001,ocean,#2e2d7e,95,TRT000045,0,0,29,12,14,6,14,6,3733,70,3762,82,3747,76,3747,76
TRT000046-TEMP000001,land,#a4a123,4182,TRT000046,83,14,182,96,123,66,130,69,502,77,601,159,542,129,549,132
TRT000046-TEMP000002,land,#cf5478,3324,TRT000046,106,12,188,90,160,41,161,38,525,75,607,153,579,104,580,101
TRT000046-TEMP000003,land,#b9dbe5,7643,TRT000046,0,0,105,100,51,49,55,49,419,63,524,163,470,112,474,112
TRT000048-TEMP000001,land,#b5e0bc,5898,TRT000048,0,6,92,91,46,43,49,43,430,160,522,245,476,197,479,197
TRT000048-TEMP000002,land,#7b338a,2331,TRT000048,117,0,177,73,157,26,159,25,547,154,607,227,587,180,589,179
TRT000048-TEMP000003,land,#2a0f18,4344,TRT000048,89,4,206,84,127,49,131,49,519,158,636,238,557,203,561,203
TRT000049-TEMP000001,land,#3bd064,115,TRT000049,0,0,42,18,22,8,22,8,1721,73,1763,91,1743,81,1743,81
TRT000047-TEMP000001,land,#2cd686,5373,TRT000047,120,0,198,102,158,46,157,49,308,56,386,158,346,102,345,105
TRT000047-TEMP000002,land,#2dea54,6197,TRT000047,131,82,254,154,192,121,190,123,319,138,442,210,380,177,378,179
TRT000047-TEMP000003,land,#f05646,4824,TRT000047,115,153,241,244,187,189,191,185,303,209,429,300,375,245,379,241
TRT000047-TEMP000004,land,#6d3c28,4644,TRT000047,185,4,256,111,217,57,218,58,373,60,444,167,405,113,406,114
TRT000047-TEMP000005,land,#990c51,3752,TRT000047,29,105,130,180,78,146,79,141,217,161,318,236,266,202,267,197
TRT000047-TEMP000006,land,#ee2e69,1926,TRT000047,0,75,86,109,48,92,43,83,188,131,274,165,236,148,231,139
TRT000047-TEMP000007,land,#918a5f,5241,TRT000047,22,13,135,107,95,57,97,56,210,69,323,163,283,113,285,112
TRT000047-TEMP000008,land,#b65e4a,4013,TRT000047,89,110,161,202,129,164,126,172,277,166,349,258,317,220,314,228
TRT000050-TEMP000001,land,#799fd0,273,TRT000050,0,0,44,15,20,8,20,8,1958,72,2002,87,1978,80,1978,80
TRT000051-TEMP000001,ocean,#2e3dae,62,TRT000051,0,0,29,11,15,6,15,6,749,75,778,86,764,81,764,81
TRT000052-TEMP000001,land,#f1e757,680,TRT000052,20,0,53,31,36,16,35,16,3253,126,3286,157,3269,142,3268,142
TRT000052-TEMP000002,land,#4e41dc,557,TRT000052,2,28,32,51,19,41,20,41,3235,154,3265,177,3252,167,3253,167
TRT000052-TEMP000003,land,#3f7ea1,573,TRT000052,33,26,61,57,44,42,45,41,3266,152,3294,183,3277,168,3278,167
TRT000052-TEMP000004,land,#baf4d8,518,TRT000052,0,7,24,37,11,22,11,22,3233,133,3257,163,3244,148,3244,148
TRT000052-TEMP000005,land,#606707,593,TRT000052,23,57,53,90,38,74,38,74,3256,183,3286,216,3271,200,3271,200
TRT000052-TEMP000006,land,#b008cc,553,TRT000052,42,51,76,78,58,63,57,62,3275,177,3309,204,3291,189,3290,188
TRT000052-TEMP000007,land,#e491f4,491,TRT000052,5,50,36,75,20,59,19,60,3238,176,3269,201,3253,185,3252,186
TRT000053-TEMP000001,land,#255c7c,423,TRT000053,30,3,55,31,42,18,43,20,3249,80,3274,108,3261,95,3262,97
TRT000053-TEMP000002,land,#6a6c3b,530,TRT000053,12,0,39,30,26,12,25,13,3231,77,3258,107,3245,89,3244,90
TRT000053-TEMP000003,land,#df171a,651,TRT000053,28,30,66,57,43,41,41,43,3247,107,3285,134,3262,118,3260,120
TRT000053-TEMP000004,land,#0c4f0d,453,TRT000053,0,2,20,33,9,19,8,18,3219,79,3239,110,3228,96,3227,95
TRT000053-TEMP000005,land,#55883d,677,TRT000053,4,29,29,63,17,45,16,44,3223,106,3248,140,3236,122,3235,121
TRT000054-TEMP000001,land,#9d15f4,196,TRT000054,0,0,27,12,12,6,12,6,3145,89,3172,101,3157,95,3157,95
TRT000054-TEMP000002,land,#48a2a1,411,TRT000054,27,7,54,36,43,18,41,17,3172,96,3199,125,3188,107,3186,106
TRT000054-TEMP000003,land,#4b542c,793,TRT000054,42,31,85,56,64,44,64,44,3187,120,3230,145,3209,133,3209,133
TRT000054-TEMP000004,land,#1b8e68,632,TRT000054,47,5,78,35,64,21,62,22,3192,94,3223,124,3209,110,3207,111
TRT000055-TEMP000001,land,#f99d6d,492,TRT000055,20,31,51,51,36,42,36,42,3170,214,3201,234,3186,225,3186,225
TRT000055-TEMP000002,land,#33df03,504,TRT000055,51,4,77,28,64,17,64,18,3201,187,3227,211,3214,200,3214,201
TRT000055-TEMP000003,land,#e73ac6,641,TRT000055,0,19,27,47,13,32,13,32,3150,202,3177,230,3163,215,3163,215
TRT000055-TEMP000004,land,#ce84e1,544,TRT000055,50,28,85,48,66,38,65,38,3200,211,3235,231,3216,221,3215,221
TRT000055-TEMP000005,land,#3d0aed,658,TRT000055,76,0,101,39,86,18,87,20,3226,183,3251,222,3236,201,3237,203
TRT000055-TEMP000006,land,#bc5c99,455,TRT000055,86,16,115,43,101,32,103,32,3236,199,3265,226,3251,215,3253,215
TRT000055-TEMP000007,land,#d7df19,516,TRT000055,25,10,53,35,40,23,40,23,3175,193,3203,218,3190,206,3190,206
TRT000056-TEMP000001,land,#6c820a,717,TRT000056,35,19,64,54,52,37,51,38,3182,159,3211,194,3199,177,3198,178
TRT000056-TEMP000002,land,#8915d4,602,TRT000056,54,0,86,27,73,14,73,15,3201,140,3233,167,3220,154,3220,155
TRT000056-TEMP000003,land,#ec860b,569,TRT000056,64,23,90,49,77,36,77,36,3211,163,3237,189,3224,176,3224,176
TRT000056-TEMP000004,land,#a3f939,541,TRT000056,17,33,44,61,30,47,29,48,3164,173,3191,201,3177,187,3176,188
TRT000056-TEMP000005,land,#209fef,340,TRT000056,0,42,22,61,11,53,10,53,3147,182,3169,201,3158,193,3157,193
TRT000057-TEMP000001,ocean,#290e73,51,TRT000057,0,0,22,6,11,3,11,3,5445,77,5467,83,5456,80,5456,80
TRT000058-TEMP000001,land,#3e6d01,485,TRT000058,0,0,52,25,27,13,27,13,1264,79,1316,104,1291,92,1291,92
TRT000059-TEMP000001,ocean,#36347f,519,TRT000059,0,0,45,40,21,16,21,16,1304,83,1349,123,1325,99,1325,99
TRT000060-TEMP000001,ocean,#1020a3,183,TRT000060,0,0,28,12,13,6,13,6,3572,85,3600,97,3585,91,3585,91
TRT000061-TEMP000001,land,#7c7c9a,90,TRT000061,0,0,23,19,12,8,12,8,4014,91,4037,110,4026,99,4026,99
TRT000062-TEMP000001,land,#ad992f,4405,TRT000062,0,0,150,72,64,38,64,38,0,94,150,166,64,132,64,132
TRT000063-TEMP000001,land,#234ba0,514,TRT000063,17,34,48,67,33,50,33,50,3075,169,3106,202,3091,185,3091,185
TRT000063-TEMP000002,land,#768d13,619,TRT000063,0,0,32,27,17,14,18,15,3058,135,3090,162,3075,149,3076,150
TRT000063-TEMP000003,land,#e0ce69,585,TRT000063,30,6,59,34,43,20,44,20,3088,141,3117,169,3101,155,3102,155
TRT000063-TEMP000004,land,#a36e78,483,TRT000063,8,28,33,59,19,39,19,40,3066,163,3091,194,3077,174,3077,175
TRT000063-TEMP000005,land,#9ec80e,513,TRT000063,39,23,71,49,55,37,55,37,3097,158,3129,184,3113,172,3113,172
TRT000064-TEMP000001,land,#ee5c3e,647,TRT000064,44,36,80,68,64,53,65,52,3053,230,3089,262,3073,247,3074,246
TRT000064-TEMP000002,land,#701d7d,717,TRT000064,34,23,69,55,49,38,51,36,3043,217,3078,249,3058,232,3060,230
TRT000064-TEMP000003,land,#ecd030,714,TRT000064,0,15,36,51,19,32,20,33,3009,209,3045,245,3028,226,3029,227
TRT000064-TEMP000004,land,#bf4f26,390,TRT000064,41,0,66,24,53,12,54,11,3050,194,3075,218,3062,206,3063,205
TRT000064-TEMP000005,land,#24b614,434,TRT000064,59,2,78,35,69,18,70,16,3068,196,3087,229,3078,212,3079,210
TRT000064-TEMP000006,land,#f7fa57,551,TRT000064,72,30,103,56,87,42,88,42,3081,224,3112,250,3096,236,3097,236
TRT000064-TEMP000007,land,#9faf1a,482,TRT000064,14,7,45,32,32,18,33,18,3023,201,3054,226,3041,212,3042,212
TRT000065-TEMP000001,land,#8ad4d8,557,TRT000065,0,26,24,58,12,42,13,41,3112,121,3136,153,3124,137,3125,136
TRT000065-TEMP000002,land,#b739bf,710,TRT000065,4,49,41,81,24,64,24,63,3116,144,3153,176,3136,159,3136,158
TRT000065-TEMP000003,land,#b5be82,537,TRT000065,23,23,50,55,35,41,34,38,3135,118,3162,150,3147,136,3146,133
TRT000065-TEMP000004,land,#d204f1,418,TRT000065,10,0,33,29,22,17,22,15,3122,95,3145,124,3134,112,3134,110
TRT000066-TEMP000001,land,#acc92e,562,TRT000066,10,8,42,41,25,21,22,20,3144,100,3176,133,3159,113,3156,112
TRT000066-TEMP000002,land,#213ddb,907,TRT000066,22,12,58,54,40,36,40,35,3156,104,3192,146,3174,128,3174,127
TRT000066-TEMP000003,land,#878379,207,TRT000066,0,0,22,19,11,8,10,7,3134,92,3156,111,3145,100,3144,99
TRT000067-TEMP000001,land,#fe4c9f,608,TRT000067,10,0,46,28,29,14,29,14,3000,231,3036,259,3019,245,3019,245
TRT000067-TEMP000002,land,#c1a476,626,TRT000067,18,27,51,53,35,41,36,41,3008,258,3041,284,3025,272,3026,272
TRT000067-TEMP000003,land,#1fe8dc,553,TRT000067,49,39,80,64,63,52,64,52,3039,270,3070,295,3053,283,3054,283
TRT000067-TEMP000004,land,#193b70,557,TRT000067,22,52,53,75,38,63,38,63,3012,283,3043,306,3028,294,3028,294
TRT000067-TEMP000005,land,#93afab,547,TRT000067,40,12,70,41,54,27,55,27,3030,243,3060,272,3044,258,3045,258
TRT000067-TEMP000006,land,#63f449,503,TRT000067,0,9,28,47,15,28,14,28,2990,240,3018,278,3005,259,3004,259
TRT000067-TEMP000007,land,#bb274c,421,TRT000067,63,25,87,54,76,39,77,38,3053,256,3077,285,3066,270,3067,269
TRT000068-TEMP000001,land,#d525f9,429,TRT000068,47,1,70,32,58,14,58,15,3105,101,3128,132,3116,114,3116,115
TRT000068-TEMP000002,land,#f06851,404,TRT000068,20,0,52,20,37,10,40,9,3078,100,3110,120,3095,110,3098,109
TRT000068-TEMP000003,land,#4680cc,546,TRT000068,28,20,57,43,42,32,41,31,3086,120,3115,143,3100,132,3099,131
TRT000068-TEMP000004,land,#28f823,583,TRT000068,0,5,31,40,19,26,19,26,3058,105,3089,140,3077,126,3077,126
TRT000069-TEMP000001,land,#3e583f,810,TRT000069,26,0,61,35,46,20,46,20,3031,136,3066,171,3051,156,3051,156
TRT000069-TEMP000002,land,#ed000b,590,TRT000069,42,32,67,63,54,47,54,48,3047,168,3072,199,3059,183,3059,184
TRT000069-TEMP000003,land,#1a7775,456,TRT000069,0,34,27,54,13,45,14,45,3005,170,3032,190,3018,181,3019,181
TRT000069-TEMP000004,land,#15401c,438,TRT000069,1,55,30,74,14,64,14,64,3006,191,3035,210,3019,200,3019,200
TRT000069-TEMP000005,land,#5f1cfe,599,TRT000069,23,32,46,66,34,50,34,50,3028,168,3051,202,3039,186,3039,186
TRT000070-TEMP000001,ocean,#302ea1,130,TRT000070,0,0,45,14,22,6,22,6,1116,94,1161,108,1138,100,1138,100
TRT000071-TEMP000001,land,#14d188,381,TRT000071,0,0,34,16,17,8,17,8,1606,104,1640,120,1623,112,1623,112
TRT000072-TEMP000001,land,#a2779f,4244,TRT000072,34,55,119,152,76,99,73,100,642,133,727,230,684,177,681,178
TRT000072-TEMP000002,land,#2ee2b1,4118,TRT000072,0,89,78,172,33,130,32,132,608,167,686,250,641,208,640,210
